STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
880;19380601;19380630;1;  5.43;  17.20;   22.56;   10.90;    2.22;  30.4;-999;   6.3; 232.2;1;    25.5;   12.7;eor
880;19380701;19380731;1;  5.99;  18.28;   24.17;   12.64;    1.55;  32.9;-999;   8.6; 210.8;1;    85.7;   17.0;eor
880;19380801;19380831;1;  5.12;  19.24;   24.85;   13.71;    1.83;  32.6;-999;   9.2; 198.5;1;   153.7;   53.4;eor
880;19380901;19380930;1;  3.81;  13.84;   20.22;    8.15;    1.60;  25.4;-999;   1.7;-999;1;    62.8;   29.6;eor
880;19381001;19381031;1;  6.39;   9.65;   13.07;    6.19;    1.98;  18.8;-999;  -2.6;-999;1;    58.1;   23.5;eor
880;19381101;19381130;1;  5.50;   7.82;   10.94;    4.69;    2.07;  15.6;-999;  -3.6;-999;1;    40.2;   13.7;eor
880;19381201;19381231;1;  6.21;  -1.69;    0.43;   -4.67;    1.97;  10.0;-999; -16.2;-999;1;    19.7;    4.7;eor
880;19390101;19390131;1;  6.37;   3.05;    5.42;   -0.28;    1.97;  12.5;-999;  -8.4;  38.0;1;    33.8;    6.1;eor
880;19390201;19390228;1;  5.62;   2.77;    5.85;   -0.60;    2.28;  12.6;-999;  -6.7;  74.2;1;    24.9;    5.9;eor
880;19390301;19390331;1;  5.99;   1.64;    4.75;   -1.80;    2.35;  10.5;-999; -11.7;-999;1;    72.7;    9.9;eor
880;19390401;19390430;1;  5.26;   9.70;   14.98;    4.38;    2.17;  24.5;-999;  -2.7;-999;1;    26.4;    4.8;eor
880;19390501;19390531;1;  6.44;  11.09;   15.07;    6.90;    2.22;  21.5;-999;   1.2;-999;1;    55.4;    9.9;eor
880;19390601;19390630;1;  4.84;  17.53;   23.10;   11.20;    1.99;  31.5;-999;   3.5;-999;1;    49.6;   18.2;eor
880;19390701;19390731;1;  5.53;  18.85;   24.58;   13.43;    2.47;  30.5;-999;   8.9;-999;1;   110.6;   22.9;eor
880;19390801;19390831;1;  4.45;  18.82;   25.34;   13.19;    2.06;  31.5;-999;  10.2;-999;1;    46.8;   10.5;eor
880;19390901;19390930;1;  5.48;  14.08;   19.28;   10.05;    1.90;  28.4;-999;   0.2;-999;1;    72.0;   20.4;eor
880;19391001;19391031;1;  6.40;   6.98;    9.99;    3.59;    2.18;  19.5;-999;  -2.5;-999;1;    98.9;   16.6;eor
880;19391101;19391130;1;  6.03;   5.50;    8.20;    2.38;    2.84;  15.5;-999;  -8.2;-999;1;    57.6;   18.5;eor
880;19391201;19391231;1;  5.58;  -1.69;    0.65;   -5.11;    2.42;  11.4;-999; -17.1;  42.2;1;    75.3;   20.6;eor
880;19400101;19400131;1;  4.98; -10.32;   -7.09;  -15.49;    1.82;   1.8;-999; -26.6;-999;1;    32.1;    6.4;eor
880;19400201;19400229;1;  5.10;  -7.29;   -3.31;  -12.81;    2.07;  11.0;-999; -24.5;-999;1;    23.7;    6.0;eor
880;19400301;19400331;1;  5.89;   2.52;    6.77;   -1.68;    2.64;  15.4;-999; -10.3;-999;1;    55.3;    9.8;eor
880;19400401;19400430;1;  4.42;   8.53;   14.14;    2.68;    2.36;  25.5;-999;  -5.8;-999;1;    10.3;    4.8;eor
880;19400501;19400531;1;  6.18;  13.01;   18.00;    7.56;    2.18;  28.5;-999;  -0.8;-999;1;    34.3;    6.2;eor
880;19400601;19400630;1;  4.57;  19.01;   25.17;   11.53;    2.07;  30.0;-999;   6.7;-999;1;    39.5;    9.8;eor
880;19400701;19400731;1;  5.62;  17.94;   23.75;   12.58;    2.05;  31.0;-999;   9.0;-999;1;    69.5;   20.6;eor
880;19400801;19400831;1;  5.84;  15.16;   19.96;   10.86;    2.11;  29.0;-999;   5.2;-999;1;    91.2;   13.5;eor
880;19400901;19400930;1;-999;  12.69;   17.19;    8.88;    1.85;  26.1;-999;   0.9; 118.3;1;    59.3;   10.8;eor
880;19401001;19401031;1;  5.25;   7.57;   11.89;    3.47;    1.95;  19.9;-999;  -6.2; 106.4;1;    32.9;   28.3;eor
880;19401101;19401130;1;  5.33;   6.10;    9.27;    2.46;    2.33;  16.2;-999;  -3.2;  70.8;1;    59.9;   30.8;eor
880;19401201;19401231;1;  5.72;  -2.64;   -0.55;   -6.18;    2.03;   4.4;-999; -17.6;  44.0;1;    41.2;   19.2;eor
880;19410101;19410131;1;  6.03;  -6.09;   -3.65;  -10.01;    1.88;   6.2;-999; -20.8;  56.4;1;    45.7;    8.3;eor
880;19410201;19410228;1;  6.44;  -0.03;    2.98;   -4.11;    1.92;  11.1;-999; -18.4;  51.6;1;    41.2;   24.4;eor
880;19410301;19410331;1;  5.74;   3.01;    6.75;   -0.51;    2.42;  14.5;-999;  -9.2; 103.8;1;    34.9;    6.7;eor
880;19410401;19410430;1;  6.50;   5.98;   10.00;    1.67;    2.00;  19.1;-999;  -4.8; 106.4;1;    55.3;   13.6;eor
880;19410501;19410531;1;  6.24;  10.07;   15.01;    4.48;    2.10;  25.8;-999;  -3.2; 165.1;1;   129.2;   42.1;eor
880;19410601;19410630;1;  4.42;  17.05;   22.73;   10.77;    1.80;  32.4;-999;   3.7; 252.9;1;    46.6;   10.9;eor
880;19410701;19410731;1;  5.22;  19.83;   25.10;   13.83;    1.97;  31.7;-999;   9.3; 247.4;1;   100.5;   32.0;eor
880;19410801;19410831;1;  6.05;  16.26;   21.23;   12.54;    1.86;  30.2;-999;   9.2; 169.9;1;    72.0;   12.6;eor
880;19410901;19410930;1;  4.04;  11.81;   17.80;    6.77;    1.77;  23.2;-999;   2.2; 173.7;1;    43.8;   10.9;eor
880;19411001;19411031;1;  5.62;   8.11;   11.88;    4.37;    2.18;  20.0;-999;  -2.2;  94.2;1;    80.3;   21.3;eor
880;19411101;19411130;1;  5.56;   1.54;    3.73;   -1.17;    2.40;  10.3;-999;  -8.6;-999;1;    53.9;   40.8;eor
880;19411201;19411231;1;  6.83;   1.76;    3.80;   -1.21;    2.27;  11.9;-999; -12.6;-999;1;    58.1;    8.1;eor
880;19420101;19420131;1;  5.23;  -7.99;   -5.25;  -12.36;    1.78;   5.4;-999; -24.2;-999;1;    17.7;    4.9;eor
880;19420201;19420228;1;  7.07;  -5.26;   -2.74;   -9.46;    1.71;   4.0;-999; -15.6;-999;1;    19.5;    3.9;eor
880;19420301;19420331;1;  4.34;   0.14;-999;   -5.21;    1.98;   6.7;-999; -17.7;-999;1;    12.2;    3.1;eor
880;19420401;19420430;1;  4.69;   7.88;-999;    2.19;    2.22;-999;-999;  -4.2;-999;1;    14.3;    4.2;eor
880;19420501;19420531;1;  5.50;  13.50;-999;    7.87;    2.17;-999;-999;   0.2;-999;1;    49.8;    7.7;eor
880;19420601;19420630;1;  4.92;  15.64;-999;    8.50;    1.78;-999;-999;   2.2;-999;1;    29.7;    9.0;eor
880;19420701;19420731;1;  5.61;  17.44;-999;   11.83;    1.95;-999;-999;   6.5;-999;1;   107.5;   20.3;eor
880;19420801;19420831;1;  4.07;  18.86;-999;   12.49;    1.48;-999;-999;   7.3;-999;1;     9.4;    3.6;eor
880;19420901;19420930;1;  5.19;  16.03;-999;   11.28;    1.77;-999;-999;   3.7;-999;1;    33.7;   11.9;eor
880;19421001;19421031;1;  4.85;  10.99;-999;    6.02;    2.07;-999;-999;  -3.3;-999;1;    51.7;   13.9;eor
880;19421101;19421130;1;  7.03;   3.51;    5.81;    0.73;    1.88;  15.0;-999;  -6.6;-999;1;    46.7;    9.6;eor
880;19421201;19421231;1;  5.01;   2.45;    4.91;   -0.98;    1.87;  11.5;-999;  -9.7;-999;1;    16.6;    4.2;eor
880;19430101;19430131;1;  5.82;  -0.96;    1.79;   -4.67;    1.92;  10.2;-999; -18.7;-999;1;    28.3;    7.2;eor
880;19430201;19430228;1;  5.63;   3.49;    6.95;    0.15;    2.62;  12.6;-999;  -5.1;-999;1;    21.0;    4.8;eor
880;19430301;19430331;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;     4.0;-999;eor
880;19430401;19430430;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    40.0;-999;eor
880;19430501;19430531;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    21.0;-999;eor
880;19430601;19430630;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    68.0;-999;eor
880;19430701;19430731;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    16.0;-999;eor
880;19430801;19430831;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    50.0;-999;eor
880;19430901;19430930;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    58.0;-999;eor
880;19431001;19431031;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;     2.0;-999;eor
880;19431101;19431130;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    31.0;-999;eor
880;19431201;19431231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    21.0;-999;eor
880;19440101;19440131;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    74.0;-999;eor
880;19440201;19440229;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    49.0;-999;eor
880;19440301;19440331;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    65.0;-999;eor
880;19440401;19440430;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    31.0;-999;eor
880;19440501;19440531;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    22.0;-999;eor
880;19440601;19440630;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    49.0;-999;eor
880;19440701;19440731;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    51.0;-999;eor
880;19440801;19440831;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    29.0;-999;eor
880;19440901;19440930;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    56.0;-999;eor
880;19441001;19441031;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    30.0;-999;eor
880;19441101;19441130;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;   104.0;-999;eor
880;19441201;19441231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    24.0;-999;eor
880;19450101;19450131;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    40.0;-999;eor
880;19450201;19450228;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    34.0;-999;eor
880;19450301;19450331;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    35.0;-999;eor
880;19450401;19450430;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    42.0;-999;eor
880;19450501;19450531;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    50.0;-999;eor
880;19450601;19450630;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    63.0;-999;eor
880;19450701;19450731;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    74.0;-999;eor
880;19450801;19450831;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    73.0;-999;eor
880;19450901;19450930;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    45.0;-999;eor
880;19451001;19451031;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    47.0;-999;eor
880;19451101;19451130;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    44.0;-999;eor
880;19451201;19451231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    39.0;-999;eor
880;19460101;19460131;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    40.0;-999;eor
880;19460201;19460228;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;   120.0;-999;eor
880;19460301;19460331;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    35.0;-999;eor
880;19460401;19460430;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    45.0;-999;eor
880;19460501;19460531;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    90.0;-999;eor
880;19460601;19460630;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;   115.0;-999;eor
880;19460701;19460731;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    67.0;-999;eor
880;19460801;19460831;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;   121.0;-999;eor
880;19460901;19460930;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    26.0;-999;eor
880;19461001;19461031;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    62.0;-999;eor
880;19461101;19461130;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    22.0;-999;eor
880;19461201;19461231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    16.0;-999;eor
880;19470101;19470131;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    25.0;-999;eor
880;19470201;19470228;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    28.0;-999;eor
880;19470301;19470331;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    70.0;-999;eor
880;19470401;19470430;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    32.0;-999;eor
880;19470501;19470531;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;     9.0;-999;eor
880;19470601;19470630;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    53.0;-999;eor
880;19470701;19470731;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    36.0;-999;eor
880;19470801;19470831;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    49.0;-999;eor
880;19470901;19470930;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    18.0;-999;eor
880;19471001;19471031;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    16.0;-999;eor
880;19471101;19471130;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;   107.0;-999;eor
880;19471201;19471231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    77.0;-999;eor
880;19480101;19480131;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;   105.0;-999;eor
880;19480201;19480229;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    77.0;-999;eor
880;19480301;19480331;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    23.0;-999;eor
880;19480401;19480430;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    25.0;-999;eor
880;19480501;19480531;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    73.0;-999;eor
880;19480601;19480630;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    32.0;-999;eor
880;19480701;19480731;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;   101.0;-999;eor
880;19480801;19480831;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;   244.0;-999;eor
880;19480901;19480930;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;     4.0;-999;eor
880;19481001;19481031;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    32.0;-999;eor
880;19481101;19481130;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    36.0;-999;eor
880;19481201;19481231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    11.0;-999;eor
880;19490101;19490131;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    29.0;-999;eor
880;19490201;19490228;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    36.0;-999;eor
880;19490301;19490331;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    43.0;-999;eor
880;19490401;19490430;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    70.0;-999;eor
880;19490501;19490531;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    87.0;-999;eor
880;19490601;19490630;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    77.0;-999;eor
880;19490701;19490731;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    33.0;-999;eor
880;19490801;19490831;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    37.0;-999;eor
880;19490901;19490930;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    23.0;-999;eor
880;19491001;19491031;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;     9.0;-999;eor
880;19491101;19491130;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    51.0;-999;eor
880;19491201;19491231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    59.0;-999;eor
880;19500101;19500131;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    46.0;-999;eor
880;19500201;19500228;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    51.0;-999;eor
880;19500301;19500331;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    20.0;-999;eor
880;19500401;19500430;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    81.0;-999;eor
880;19500501;19500531;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    66.0;-999;eor
880;19500601;19500630;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    55.0;-999;eor
880;19500701;19500731;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    68.0;-999;eor
880;19500801;19500831;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    58.0;-999;eor
880;19500901;19500930;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    35.0;-999;eor
880;19501001;19501031;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    51.0;-999;eor
880;19501101;19501130;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    58.0;-999;eor
880;19501201;19501231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;5;    29.0;-999;eor
880;19510101;19510131;5;  6.65;   1.10;    3.55;   -1.78;    2.12;   9.9;-999; -11.7;-999;5;    52.6;   13.8;eor
880;19510201;19510228;5;  6.71;   2.25;    5.46;   -0.67;    1.73;  10.9;-999;  -9.9;-999;5;    22.9;    5.3;eor
880;19510301;19510331;5;  6.10;   2.46;    6.09;   -1.26;    2.34;  16.0;-999; -12.0;-999;5;    45.6;   11.1;eor
880;19510401;19510430;5;  4.01;   9.10;   14.44;    3.29;    1.88;  26.5;-999;  -3.4;-999;5;    37.6;   14.2;eor
880;19510501;19510531;5;  6.07;  12.47;   16.68;    7.86;    1.74;  22.9;-999;   2.5;-999;5;    45.2;   16.2;eor
880;19510601;19510630;5;  5.19;  17.45;   22.22;   11.91;    1.78;  29.9;-999;   5.4;-999;5;    93.8;   26.9;eor
880;19510701;19510731;5;  5.40;  18.85;   24.19;   13.31;    1.84;  32.1;-999;   6.9;-999;5;    99.2;   63.7;eor
880;19510801;19510831;5;  4.76;  19.70;   25.16;   14.09;    1.72;  32.2;-999;   8.3;-999;5;    90.3;   38.2;eor
880;19510901;19510930;5;  3.99;  15.55;   21.11;   10.48;    1.99;  31.6;-999;   3.7;-999;5;    19.5;    5.5;eor
880;19511001;19511031;5;  2.52;   7.62;   14.41;    1.67;    1.76;  19.0;-999;  -1.9;-999;5;     3.4;    1.8;eor
880;19511101;19511130;5;  6.86;   7.37;    9.89;    4.48;    2.57;  14.6;-999;  -1.9;-999;5;    47.6;    8.7;eor
880;19511201;19511231;5;  6.03;   3.38;    5.75;    0.75;    2.47;  10.3;-999;  -4.5;-999;5;    11.2;    5.5;eor
880;19520101;19520131;5;  7.01;   0.96;    3.11;   -1.78;    2.67;   8.8;-999;  -7.1;-999;5;    41.6;   13.7;eor
880;19520201;19520229;5;  6.51;   0.77;    2.96;   -1.53;    2.57;   9.0;-999; -11.2;-999;5;    21.6;    3.9;eor
880;19520301;19520331;5;  4.66;   0.95;    5.46;   -3.10;    2.48;  13.5;-999;  -8.8;-999;5;    20.0;    5.3;eor
880;19520401;19520430;5;  5.01;  11.61;   17.37;    5.70;    1.82;  25.0;-999;  -3.9;-999;5;    28.4;   10.0;eor
880;19520501;19520531;5;  5.62;  12.81;   17.64;    7.96;    2.71;  26.3;-999;  -1.8;-999;5;    42.8;   10.1;eor
880;19520601;19520630;5;  5.51;  16.50;   21.28;   10.87;    2.38;  29.6;-999;   5.0;-999;5;    40.4;   10.4;eor
880;19520701;19520731;5;  4.15;  19.52;   25.24;   12.88;    2.38;  35.1;-999;   8.7;-999;5;    26.7;    7.5;eor
880;19520801;19520831;5;  5.45;  19.72;   25.48;   14.27;    2.18;  34.1;-999;   7.9;-999;5;    77.9;   17.8;eor
880;19520901;19520930;5;  6.14;  11.81;   15.84;    8.48;    2.73;  24.9;-999;   3.4;-999;5;   132.5;   45.6;eor
880;19521001;19521031;5;  6.37;   7.43;   10.45;    4.76;    2.62;  19.0;-999;  -0.4;-999;5;    52.0;    8.0;eor
880;19521101;19521130;5;  6.81;   2.26;    4.17;    0.21;    2.45;   9.8;-999;  -6.0;-999;5;    59.4;   14.9;eor
880;19521201;19521231;5;  6.45;  -0.18;    1.72;   -2.52;    2.48;   6.6;-999;  -9.0;-999;5;    13.8;    4.2;eor
880;19530101;19530131;5;  7.55;  -0.14;    1.28;   -2.24;    2.88;   9.6;-999;  -9.6;-999;5;    47.2;    6.8;eor
880;19530201;19530228;5;  6.82;   0.56;    3.14;   -2.15;    2.66;  13.8;-999; -18.0;-999;5;    31.1;    8.8;eor
880;19530301;19530331;5;  3.35;   5.25;   11.12;   -0.17;    2.34;  20.4;-999;  -7.2;-999;5;    13.9;    6.1;eor
880;19530401;19530430;5;  3.80;  10.61;   17.06;    3.76;    2.55;  24.7;-999;  -2.1;-999;5;    15.4;    4.3;eor
880;19530501;19530531;5;  4.96;  14.30;   19.77;    8.51;    2.22;  31.5;-999;  -1.4;-999;5;    41.5;    8.7;eor
880;19530601;19530630;5;  5.45;  18.72;   23.67;   13.27;    2.05;  29.0;-999;   5.1;-999;5;   105.3;   31.1;eor
880;19530701;19530731;5;  5.36;  19.80;   25.24;   14.40;    2.15;  32.2;-999;   9.2;-999;5;    87.6;   15.1;eor
880;19530801;19530831;5;  4.50;  18.02;   23.87;   12.10;    2.52;  32.4;-999;   8.7;-999;5;    24.4;    6.6;eor
880;19530901;19530930;5;  3.98;  14.68;   20.51;    9.38;    2.34;  31.8;-999;   2.2;-999;5;    55.2;   14.1;eor
880;19531001;19531031;5;  4.81;  11.55;   16.50;    7.03;    1.83;  23.8;-999;   0.6;-999;5;     5.1;    2.0;eor
880;19531101;19531130;5;  5.43;   5.55;    8.56;    2.23;    2.79;  14.9;-999;  -7.5;-999;5;    24.4;   16.2;eor
880;19531201;19531231;5;  5.94;   2.59;    5.45;    0.12;    2.16;  15.3;-999;  -8.9;-999;5;    20.3;    7.3;eor
880;19540101;19540131;5;  5.38;  -4.47;   -1.75;   -7.71;    3.21;   9.2;-999; -20.2;  73.4;5;    27.6;    4.9;eor
880;19540201;19540228;5;  4.49;  -5.89;   -1.73;  -10.20;    2.79;   6.6;-999; -21.5; 123.1;5;    14.4;    5.6;eor
880;19540301;19540331;5;  5.46;   4.13;    7.92;    0.73;    2.51;  17.5;-999;  -2.1; 124.6;5;    23.2;   11.9;eor
880;19540401;19540430;5;  5.61;   6.39;   10.88;    1.65;    2.38;  16.9;-999;  -4.8; 177.6;5;    49.9;   12.3;eor
880;19540501;19540531;5;  4.22;  14.25;   19.84;    7.20;    1.96;  26.4;-999;   0.0; 281.0;5;    24.8;    8.8;eor
880;19540601;19540630;5;  4.73;  19.03;   24.52;   12.42;    1.91;  34.4;-999;   6.0; 248.8;5;     3.3;    1.8;eor
880;19540701;19540731;5;  6.79;  15.99;   20.00;   12.55;    2.83;  24.6;-999;   9.3; 135.1;5;   218.5;   73.3;eor
880;19540801;19540831;5;  5.15;  17.67;   23.02;   12.61;    1.88;  31.0;-999;   7.9; 212.5;5;    71.7;   20.2;eor
880;19540901;19540930;5;  5.44;  15.20;   19.98;   11.31;    2.03;  30.6;-999;   0.9; 167.6;5;    21.5;    5.6;eor
880;19541001;19541031;5;  5.48;  10.66;   14.65;    6.85;    2.17;  21.3;-999;   0.3; 113.5;5;    35.1;   17.9;eor
880;19541101;19541130;5;  5.30;   3.53;    6.63;    0.19;    2.16;  13.6;-999;  -7.6;  62.3;5;    14.8;    3.2;eor
880;19541201;19541231;5;  7.03;   3.75;    6.01;    1.36;    2.80;  11.1;-999;  -2.6;  23.6;5;    72.9;   11.6;eor
880;19550101;19550131;5;  5.08;  -2.00;    0.67;   -4.63;    2.33;   7.0;-999; -12.5;  82.7;5;    20.3;    6.4;eor
880;19550201;19550228;5;  5.57;  -2.27;    1.50;   -5.59;    2.11;   8.0;-999; -17.0; 104.8;5;    30.3;    6.7;eor
880;19550301;19550331;5;  5.21;   0.53;    4.67;   -3.92;    2.11;  18.9;-999; -14.2; 146.9;5;    23.1;    6.4;eor
880;19550401;19550430;5;  6.13;   6.77;   11.34;    2.53;    2.20;  29.0;-999;  -3.0; 137.3;5;    49.7;   13.1;eor
880;19550501;19550531;5;  5.51;  11.64;   16.85;    6.38;    2.25;  25.7;-999;  -0.6; 219.3;5;    51.0;   11.2;eor
880;19550601;19550630;5;  5.69;  16.03;   20.88;   10.45;    1.80;  29.7;-999;   4.8; 204.8;5;    44.4;   12.9;eor
880;19550701;19550731;5;  5.83;  18.90;   23.62;   14.22;    1.72;  30.1;-999;   9.5; 173.6;5;   132.0;   47.1;eor
880;19550801;19550831;5;  4.97;  18.27;   23.50;   13.53;    1.48;  28.9;-999;  10.5; 213.7;5;    81.6;   27.2;eor
880;19550901;19550930;5;  4.53;  14.33;   19.72;   10.11;    1.72;  28.3;-999;   2.8; 159.8;5;    38.3;   24.8;eor
880;19551001;19551031;5;  5.32;   8.74;   12.94;    5.52;    2.20;  19.1;-999;  -0.4; 114.1;5;    38.4;   15.2;eor
880;19551101;19551130;5;  5.61;   4.52;    7.80;    1.14;    1.93;  15.9;-999;  -6.4;  72.1;5;    31.3;   10.9;eor
880;19551201;19551231;5;  6.34;   2.76;    5.38;    0.11;    2.76;  12.6;-999;  -7.4;  33.4;5;    49.1;   10.1;eor
880;19560101;19560131;5;  6.02;   0.25;    2.85;   -2.37;    2.68;  11.2;-999; -18.5;  58.3;5;    24.5;    2.8;eor
880;19560201;19560229;5;  5.18; -10.92;   -6.77;  -16.20;    1.76;   4.9;-999; -27.6;  96.3;5;    30.9;    7.9;eor
880;19560301;19560331;5;  4.23;   2.57;    6.78;   -1.30;    2.62;  19.1;-999;  -7.7; 170.6;5;    39.6;   17.5;eor
880;19560401;19560430;5;  6.13;   5.46;    9.55;    1.73;    1.98;  17.8;-999;  -4.9; 110.9;5;    90.1;   24.9;eor
880;19560501;19560531;5;  4.74;  13.63;   18.60;    7.85;    1.95;  30.1;-999;   1.5; 238.1;5;    14.6;    4.9;eor
880;19560601;19560630;5;  6.14;  15.02;   19.46;   11.34;    2.26;  29.7;-999;   7.4; 111.7;5;    97.7;   38.8;eor
880;19560701;19560731;5;  5.10;  18.33;   23.25;   12.97;    2.24;  29.0;-999;   8.9; 256.7;5;    96.5;   39.3;eor
880;19560801;19560831;5;  5.81;  15.69;   20.44;   11.41;    2.26;  26.6;-999;   6.9; 180.7;5;    62.4;   14.7;eor
880;19560901;19560930;5;  3.68;  14.34;   20.59;    9.24;    2.26;  30.4;-999;   3.1; 201.8;5;    31.7;   12.5;eor
880;19561001;19561031;5;  5.37;   9.00;   13.33;    5.37;    1.94;  24.0;-999;  -4.4; 119.7;5;    48.8;   12.1;eor
880;19561101;19561130;5;  6.23;   1.78;    4.20;   -1.09;    2.25;   8.7;-999;  -9.0;  51.3;5;    85.9;   21.3;eor
