STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
880;19210901;19210930;1;  2.80;  13.58;   20.01;    7.46;    1.41;  28.2;-999;   0.2;-999;1;    34.7;   13.9;eor
880;19211001;19211031;1;  3.54;  10.47;   16.39;    5.19;    1.55;  24.4;-999;  -1.7;-999;1;    45.8;   12.5;eor
880;19211101;19211130;1;  4.81;  -0.35;    3.04;   -3.67;    1.45;  11.3;-999; -13.7;-999;1;    41.2;   14.8;eor
880;19211201;19211231;1;  5.56;   0.36;    2.88;   -2.81;    2.54;  12.0;-999; -15.7;-999;1;    56.3;   17.0;eor
880;19220101;19220131;1;  5.26;  -3.71;   -0.65;   -7.28;-999;  10.2;-999; -17.3;-999;1;    40.7;   15.2;eor
880;19220201;19220228;1;  4.94;  -1.82;    2.25;   -6.05;    1.29;  15.3;-999; -21.0;-999;1;    18.0;    3.9;eor
880;19220301;19220331;1;  5.36;   3.95;    8.02;    0.05;    1.55;  18.6;-999;  -5.4;-999;1;    49.4;    6.5;eor
880;19220401;19220430;1;  5.15;   6.64;   11.59;    1.79;    1.63;  27.6;-999;  -4.7;-999;1;    23.4;    6.8;eor
880;19220501;19220531;1;  3.71;  14.23;   20.32;    7.37;    1.37;  32.4;-999;   0.7;-999;1;    20.2;    5.9;eor
880;19220601;19220630;1;  4.69;  16.80;   22.59;   10.27;    1.70;  29.8;-999;   3.6;-999;1;    48.3;   10.1;eor
880;19220701;19220731;1;  5.34;  17.39;   22.75;   11.86;    2.06;  36.6;-999;   8.0;-999;1;   115.7;   26.5;eor
880;19220801;19220831;1;  4.55;  16.08;   21.33;   11.27;    1.42;  29.6;-999;   6.7;-999;1;    50.4;    9.9;eor
880;19220901;19220930;1;  5.18;  11.76;   15.82;    7.51;    1.43;  22.0;-999;  -0.5;-999;1;    66.7;   16.0;eor
880;19221001;19221031;1;  5.21;   4.82;    8.80;    1.58;    1.00;  14.3;-999;  -8.0;-999;1;    39.1;   14.1;eor
880;19221101;19221130;1;  6.35;   2.96;    5.44;    0.49;    1.97;  10.4;-999;  -6.5;-999;1;    50.3;    6.6;eor
880;19221201;19221231;1;  6.30;   2.59;    4.36;   -0.10;    1.65;  10.7;-999;  -7.9;-999;1;    69.1;   18.5;eor
880;19230101;19230131;1;  6.21;   2.03;    4.07;   -0.46;    2.04;   8.0;-999;  -7.0;-999;1;    34.8;    5.6;eor
880;19230201;19230228;1;  5.64;   0.18;    3.56;   -3.04;    1.44;  11.3;-999; -14.6;-999;1;    50.7;   13.5;eor
880;19230301;19230331;1;  4.25;   4.98;    9.85;    0.41;    1.15;  19.9;-999;  -3.7;-999;1;    15.4;    3.9;eor
880;19230401;19230430;1;  4.27;   6.99;   12.02;    1.12;    1.57;  21.5;-999;  -8.1;-999;1;    54.6;   17.2;eor
880;19230501;19230531;1;  5.87;  12.92;   18.00;    7.73;    1.72;  30.8;-999;   2.3;-999;1;    84.3;   17.1;eor
880;19230601;19230630;1;  6.99;  12.22;   15.78;    8.82;    2.44;  22.2;-999;   5.1;-999;1;    75.4;   30.9;eor
880;19230701;19230731;1;  4.10;  19.32;   25.02;   12.86;    1.57;  35.2;-999;   6.5;-999;1;    41.1;   14.9;eor
880;19230801;19230831;1;  4.25;  16.36;   22.09;   11.10;    1.60;  30.5;-999;   7.0;-999;1;    50.5;   10.0;eor
880;19230901;19230930;1;  4.27;  13.92;   19.45;    9.43;    1.38;  29.7;-999;   4.1;-999;1;    28.9;    5.5;eor
880;19231001;19231031;1;  4.96;  11.16;   15.26;    7.80;    1.56;  24.0;-999;   2.2;-999;1;    80.7;   16.1;eor
880;19231101;19231130;1;  5.02;   3.86;    6.66;    0.75;    1.48;  14.9;-999;  -4.6;-999;1;    24.8;    7.0;eor
880;19231201;19231231;1;  6.36;  -2.49;   -0.13;   -5.37;    1.44;   8.2;-999; -19.0;-999;1;    42.0;    7.8;eor
880;19240101;19240131;1;  4.55;  -2.99;   -0.04;   -7.10;    1.25;   6.3;-999; -15.7;-999;1;    18.4;    4.9;eor
880;19240201;19240229;1;  6.02;  -3.11;   -0.06;   -6.43;    1.72;   6.3;-999; -11.7;-999;1;    26.5;    8.1;eor
880;19240301;19240331;1;  4.45;   2.40;    6.76;   -1.89;    1.47;  17.3;-999;  -8.6;-999;1;    12.9;    2.3;eor
880;19240401;19240430;1;  5.14;   6.72;   11.63;    2.00;    1.82;  21.7;-999;  -4.7;-999;1;    46.4;   13.6;eor
880;19240501;19240531;1;  4.63;  14.62;   20.45;    9.34;    1.38;  29.3;-999;  -0.1;-999;1;    34.1;    6.5;eor
880;19240601;19240630;1;  4.26;  16.22;   21.60;   10.25;    1.55;  31.4;-999;   1.4;-999;1;   107.4;   28.3;eor
880;19240701;19240731;1;  4.71;  17.73;   22.89;   12.33;    1.77;  32.9;-999;   6.9;-999;1;    43.2;    8.4;eor
880;19240801;19240831;1;  4.66;  16.12;   21.51;   11.28;    1.63;  29.6;-999;   7.0;-999;1;    50.8;   14.3;eor
880;19240901;19240930;1;  4.36;  14.51;   19.75;   10.38;    1.59;  27.9;-999;   3.1;-999;1;    90.1;   30.2;eor
880;19241001;19241031;1;  3.31;   9.91;   15.27;    5.46;    1.41;  21.7;-999;  -3.6;-999;1;    11.3;    5.3;eor
880;19241101;19241130;1;  4.09;   2.66;    6.41;   -0.84;    1.45;  15.4;-999;  -7.6;-999;1;    19.8;    7.3;eor
880;19241201;19241231;1;  5.21;   1.35;    4.35;   -1.75;    1.15;   9.6;-999;  -8.5;-999;1;     5.0;    1.1;eor
880;19250101;19250131;1;  5.85;   3.23;    5.54;    0.14;    2.38;  13.0;-999;  -5.7;-999;1;    37.2;   11.6;eor
880;19250201;19250228;1;  4.93;   4.88;    8.49;    1.16;    2.37;  15.6;-999;  -6.5;-999;1;    14.2;    4.3;eor
880;19250301;19250331;1;  5.66;   1.91;    5.73;   -1.79;    1.62;  19.2;-999; -12.0;-999;1;    31.9;    5.0;eor
880;19250401;19250430;1;  3.67;   8.76;   14.65;    2.82;    1.60;  20.3;-999;  -1.7;-999;1;    33.1;   11.5;eor
880;19250501;19250531;1;  3.40;  15.55;   21.96;    8.22;    1.56;  28.2;-999;  -1.1;-999;1;-999;   25.9;eor
880;19250601;19250630;1;  4.80;  15.06;   20.55;    9.25;    1.89;  27.8;-999;   5.4;-999;1;    40.6;    9.3;eor
880;19250701;19250731;1;  4.74;  18.78;   24.09;   13.26;    1.54;  31.5;-999;   8.3;-999;1;   114.9;   33.0;eor
880;19250801;19250831;1;  5.16;  17.60;   22.39;   13.04;    1.81;  32.6;-999;   9.6;-999;1;   117.3;   26.6;eor
880;19250901;19250930;1;  5.41;  12.06;   16.07;    8.36;    2.04;  25.3;-999;   2.4;-999;1;    74.6;   12.5;eor
880;19251001;19251031;1;  4.97;   8.74;   12.83;    4.51;    1.73;  20.3;-999;  -2.5;-999;1;    39.9;    7.9;eor
880;19251101;19251130;1;  6.63;   2.90;    5.22;    0.39;    1.48;  16.3;-999;  -7.9;-999;1;    28.6;    5.6;eor
880;19251201;19251231;1;  5.83;   0.32;    2.86;   -2.84;    2.31;  15.1;-999; -12.6;-999;1;    46.2;    8.6;eor
880;19260101;19260131;1;  6.28;  -0.67;    2.07;   -4.18;    1.50;   8.8;-999; -18.2;-999;1;    50.7;   11.6;eor
880;19260201;19260228;1;  6.44;   3.89;    6.79;    1.02;    1.56;  13.2;-999;  -6.2;-999;1;    31.3;    7.3;eor
880;19260301;19260331;1;  4.50;   4.14;    8.21;   -0.20;    2.00;  17.7;-999;  -7.4;-999;1;    31.8;    8.1;eor
880;19260401;19260430;1;  3.69;  10.87;   17.29;    4.09;    1.49;  28.1;-999;  -3.1;-999;1;    13.6;    4.9;eor
880;19260501;19260531;1;  5.63;  12.61;   17.39;    7.19;    1.62;  25.4;-999;  -0.7;-999;1;    45.4;   18.1;eor
880;19260601;19260630;1;  5.92;  15.08;   19.50;   11.11;    1.82;  24.3;-999;   7.2;-999;1;   197.6;   52.2;eor
880;19260701;19260731;1;  4.95;  19.11;   24.02;   13.91;    1.84;  31.9;-999;   9.1;-999;1;    91.3;   19.5;eor
880;19260801;19260831;1;  4.17;  16.79;   22.05;   11.93;    1.75;  26.4;-999;   7.4;-999;1;    63.2;   13.4;eor
880;19260901;19260930;1;  3.04;  14.62;   20.17;    9.59;    1.37;  28.7;-999;   1.9;-999;1;    49.7;   27.0;eor
880;19261001;19261031;1;  5.74;   8.23;   11.88;    5.04;    1.46;  20.6;-999;  -4.0;-999;1;    85.2;   20.5;eor
880;19261101;19261130;1;  5.73;   7.27;   10.42;    3.78;    1.59;  17.4;-999;  -2.4;-999;1;    70.0;   21.5;eor
880;19261201;19261231;1;  5.70;  -1.56;    0.64;   -4.32;    1.43;   7.7;-999; -25.7;-999;1;    37.0;    8.1;eor
880;19270101;19270131;1;  5.76;   2.32;    4.69;   -0.10;    1.62;   8.7;-999;  -8.1;-999;1;    37.2;   10.2;eor
880;19270201;19270228;1;  5.21;   0.55;    3.47;   -2.44;    1.18;  13.1;-999;  -9.6;-999;1;    16.0;    4.7;eor
880;19270301;19270331;1;  4.53;   6.92;   11.77;    2.50;    1.54;  21.2;-999;  -4.0;-999;1;    23.5;    5.7;eor
880;19270401;19270430;1;  5.81;   7.64;   11.87;    3.59;    2.02;  20.2;-999;  -1.3;-999;1;   107.7;   18.3;eor
880;19270501;19270531;1;  4.33;  10.97;   16.25;    4.98;    1.70;  29.4;-999;  -1.2;-999;1;    45.5;   10.4;eor
880;19270601;19270630;1;  5.03;  14.98;   20.46;    9.43;    1.69;  32.3;-999;   5.6;-999;1;   103.0;   27.1;eor
880;19270701;19270731;1;  4.96;  18.73;   23.97;   13.70;    1.37;  30.5;-999;  10.6;-999;1;   250.4;   72.4;eor
880;19270801;19270831;1;  4.20;  17.47;   22.53;   12.97;    1.75;  30.4;-999;   9.6;-999;1;    92.8;   17.9;eor
880;19270901;19270930;1;  3.84;  14.42;   19.29;    9.92;    1.75;  27.0;-999;   1.8;-999;1;    25.0;    5.0;eor
880;19271001;19271031;1;  4.41;   9.13;   13.12;    5.13;    1.78;  18.9;-999;  -1.6;-999;1;    49.9;   24.6;eor
880;19271101;19271130;1;  6.94;   2.54;    4.62;    0.17;    1.65;  17.7;-999;  -9.3;-999;1;    34.7;   12.3;eor
880;19271201;19271231;1;  5.05;  -4.16;   -1.47;   -7.40;    1.34;   7.3;-999; -25.7;-999;1;    20.4;    5.1;eor
880;19280101;19280131;1;  5.24;   1.61;    3.95;   -0.82;    1.74;   8.4;-999;  -8.8;-999;1;    35.9;    6.1;eor
880;19280201;19280229;1;  5.07;   2.22;    5.44;-999;    2.32;  12.4;-999;  -3.5;-999;1;    32.9;    7.6;eor
880;19280301;19280331;1;  2.86;   2.42;    8.07;-999;    1.72;  18.6;-999;  -9.8;-999;1;    25.5;    8.1;eor
880;19280401;19280430;1;  5.30;   7.97;   13.22;    2.92;    1.60;  27.0;-999;  -2.1;-999;1;    17.3;    4.1;eor
880;19280501;19280531;1;  4.42;  11.02;   16.05;    5.46;    1.73;  24.6;-999;  -2.1;-999;1;    33.2;    7.6;eor
880;19280601;19280630;1;  4.97;  15.22;   20.57;    9.24;    2.45;  32.7;-999;  -1.9;-999;1;    46.6;   13.5;eor
880;19280701;19280731;1;  3.42;  19.40;   25.30;   13.19;    2.12;  35.5;-999;   6.1;-999;1;    26.2;    5.9;eor
880;19280801;19280831;1;  4.62;  16.66;   21.83;   12.21;    1.95;  28.4;-999;   5.6;-999;1;    44.4;    9.6;eor
880;19280901;19280930;1;  3.09;  12.93;   19.37;    6.95;    1.25;  30.9;-999;   0.1;-999;1;     7.1;    5.0;eor
880;19281001;19281031;1;  4.16;   9.25;   14.11;    5.33;    1.88;  20.0;-999;  -4.2;-999;1;    57.5;   17.0;eor
880;19281101;19281130;1;  6.16;   7.06;    9.68;    4.39;    2.46;  20.2;-999;  -2.1;-999;1;    75.5;   13.3;eor
880;19281201;19281231;1;  6.02;  -1.03;    1.16;   -3.46;    1.62;   7.3;-999; -14.4;-999;1;    26.9;    7.1;eor
880;19290101;19290131;1;  5.34;  -4.87;   -1.79;   -7.74;    1.76;   2.7;-999; -16.0;-999;1;    22.5;    5.4;eor
880;19290201;19290228;1;  4.26; -12.00;   -6.70;  -17.66;    1.26;   2.1;-999; -29.5;-999;1;    13.2;    4.1;eor
880;19290301;19290331;1;  4.98;   2.19;    6.62;   -2.24;    1.59;  15.3;-999; -23.0;-999;1;    10.8;    4.6;eor
880;19290401;19290430;1;  4.67;   4.57;    9.12;    0.24;    2.11;  21.5;-999; -14.2;-999;1;    27.4;    8.2;eor
880;19290501;19290531;1;  3.84;  14.49;   20.15;    8.33;    1.85;  27.1;-999;  -0.6;-999;1;    60.7;   15.4;eor
880;19290601;19290630;1;  4.67;  15.21;   20.04;   10.03;    1.92;  29.9;-999;   7.1;-999;1;    91.0;   14.9;eor
880;19290701;19290731;1;  4.38;  18.95;   24.22;   12.92;    1.87;  35.0;-999;   7.9;-999;1;    23.5;    8.1;eor
880;19290801;19290831;1;  3.16;  18.27;   24.38;   12.11;    1.79;  31.6;-999;   5.8;-999;1;    52.7;   28.5;eor
880;19290901;19290930;1;  2.46;-999;   22.67;    9.05;    2.03;  33.3;-999;   1.7;-999;1;     9.6;    5.7;eor
880;19291001;19291031;1;  5.18;  10.91;   15.42;    7.08;    2.10;  26.5;-999;  -0.4;-999;1;    68.4;   17.6;eor
880;19291101;19291130;1;  4.27;   5.59;    8.92;    1.80;    1.97;  12.6;-999;  -3.0;-999;1;    10.7;    2.3;eor
880;19291201;19291231;1;  5.12;   3.85;    6.13;    0.85;    2.52;  12.2;-999;  -8.0;-999;1;    29.0;    5.3;eor
880;19300101;19300131;1;  4.13;   1.80;    4.35;   -0.98;    1.86;   9.6;-999;  -7.9;-999;1;    30.3;   11.5;eor
880;19300201;19300228;1;  4.39;   0.10;    3.69;   -3.46;    1.66;  10.3;-999;  -8.0;-999;1;     8.9;    4.7;eor
880;19300301;19300331;1;  4.37;   4.35;    9.13;   -0.11;    1.90;  15.9;-999;  -5.2;-999;1;    36.9;    9.6;eor
880;19300401;19300430;1;  5.59;   9.42;   13.99;    4.81;    1.81;  23.6;-999;  -2.8;-999;1;    58.2;   14.5;eor
880;19300501;19300531;1;  4.39;  12.97;   18.30;    6.85;    1.79;  23.4;-999;   0.6;-999;1;    61.1;   23.6;eor
880;19300601;19300630;1;  2.74;  19.64;   25.54;   11.71;    2.17;  33.0;-999;   3.7;-999;1;    20.9;    9.7;eor
880;19300701;19300731;1;  5.02;  17.54;   22.40;   12.43;    2.69;  34.2;-999;   9.0;-999;1;   144.1;   48.5;eor
880;19300801;19300831;1;  4.27;  16.66;   21.49;   11.54;    2.19;  28.6;-999;   6.1;-999;1;    64.3;   25.1;eor
880;19300901;19300930;1;  5.53;  13.66;   17.63;   10.16;    2.02;  22.8;-999;   3.6;-999;1;    75.6;   11.2;eor
880;19301001;19301031;1;  5.10;   9.11;   12.95;    5.57;    2.34;  18.6;-999;  -0.4;-999;1;   169.6;   31.3;eor
880;19301101;19301130;1;  5.55;   6.35;    9.24;    2.84;    2.63;  15.5;-999;  -4.1;-999;1;    57.1;    9.6;eor
880;19301201;19301231;1;  5.86;   0.18;    2.44;   -2.30;    1.12;   7.4;-999;  -8.1;-999;1;    16.2;    3.9;eor
880;19310101;19310131;1;  6.75;  -0.21;    1.97;   -2.88;    2.16;  10.0;-999; -12.7;-999;1;    46.2;    6.3;eor
880;19310201;19310228;1;  6.67;  -1.13;    1.41;   -3.99;    1.82;   8.1;-999; -11.4;-999;1;    25.8;    6.8;eor
880;19310301;19310331;1;  3.33;   0.35;    4.92;   -3.91;    1.95;  13.5;-999; -10.1;-999;1;    21.3;    6.2;eor
880;19310401;19310430;1;  4.63;   5.78;   10.80;    1.13;    1.84;  19.2;-999;  -5.3;-999;1;    54.0;    7.8;eor
880;19310501;19310531;1;  4.03;  16.74;   22.25;   10.53;    1.55;  31.2;-999;   0.1;-999;1;    57.1;   14.4;eor
880;19310601;19310630;1;  4.89;  17.00;   21.57;   11.32;    2.26;  28.8;-999;   5.2;-999;1;    53.1;   15.1;eor
880;19310701;19310731;1;  5.41;  18.83;   23.53;   13.97;    2.19;  30.9;-999;   7.1;-999;1;    88.3;   31.0;eor
880;19310801;19310831;1;  5.34;  16.73;   21.25;   12.33;    2.17;  31.8;-999;   7.9;-999;1;    61.9;   17.4;eor
880;19310901;19310930;1;  5.92;  11.12;   14.85;    7.75;    2.12;  26.3;-999;   0.7;-999;1;    80.6;   25.0;eor
880;19311001;19311031;1;  4.61;   7.51;   12.15;    3.16;    2.08;  23.4;-999;  -4.0;-999;1;    29.5;    7.8;eor
880;19311101;19311130;1;  5.17;   4.32;    7.54;    1.43;    1.93;  15.9;-999;  -9.6;-999;1;     8.1;    2.5;eor
880;19311201;19311231;1;  6.30;   0.88;    3.31;   -2.39;    2.40;  10.8;-999; -12.6;-999;1;    30.5;    4.2;eor
880;19320101;19320131;1;  5.04;   1.70;    4.55;   -1.80;    1.93;  11.5;-999; -10.0;-999;1;    37.4;   19.4;eor
880;19320201;19320229;1;  4.73;  -2.46;    1.38;   -6.96;    1.83;   7.2;-999; -20.0;-999;1;    12.2;    3.1;eor
880;19320301;19320331;1;  4.05;   0.57;    5.28;   -4.04;    1.79;  13.5;-999; -12.4;-999;1;     9.3;    3.0;eor
880;19320401;19320430;1;  5.59;   8.54;   13.68;    3.57;    2.40;  22.6;-999;  -3.1;-999;1;    33.0;   11.6;eor
880;19320501;19320531;1;  5.04;  14.03;   19.60;    8.68;    1.87;  32.4;-999;   2.8;-999;1;    89.7;   15.8;eor
880;19320601;19320630;1;  4.74;  15.29;   20.67;    9.37;    2.11;  29.1;-999;   4.7;-999;1;    65.4;   18.0;eor
880;19320701;19320731;1;  5.09;  19.70;   25.49;   14.45;    2.00;  32.7;-999;  10.3;-999;1;    98.3;   41.1;eor
880;19320801;19320831;1;  3.61;  19.31;   26.12;   13.63;    1.64;  35.6;-999;   7.2;-999;1;    56.3;   29.2;eor
880;19320901;19320930;1;  3.88;  15.78;   22.35;   10.50;    2.28;  31.3;-999;   3.7;-999;1;    39.9;   17.2;eor
880;19321001;19321031;1;  5.94;   9.57;   13.47;    6.09;    2.41;  22.0;-999;  -1.7;-999;1;    44.7;    5.2;eor
880;19321101;19321130;1;  5.65;   4.38;    7.23;    1.23;    1.96;  17.6;-999;  -4.6;-999;1;    30.5;    4.9;eor
880;19321201;19321231;1;  4.71;   0.69;    3.49;   -2.61;    1.29;   8.9;-999;  -8.7;-999;1;     2.2;    0.5;eor
880;19330101;19330131;1;  5.97;  -3.75;   -1.26;   -6.78;    1.58;   6.2;-999; -21.1;-999;1;    13.4;    5.6;eor
880;19330201;19330228;1;  6.63;   0.01;    2.89;   -3.71;    2.24;  10.9;-999; -14.8;-999;1;    51.4;   17.4;eor
880;19330301;19330331;1;  3.28;   5.10;   11.22;   -0.48;    1.74;  22.1;-999; -11.2;-999;1;     9.1;    4.1;eor
880;19330401;19330430;1;  5.26;   6.82;   11.56;    1.45;    1.94;  19.4;-999;  -5.8;-999;1;    33.9;    5.9;eor
880;19330501;19330531;1;  5.15;  12.80;   19.03;    6.56;    1.87;  27.2;-999;   0.8;-999;1;    25.9;    4.5;eor
880;19330601;19330630;1;  5.06;  15.41;   21.11;    9.78;    1.94;  26.8;-999;   5.5;-999;1;    98.0;   17.1;eor
880;19330701;19330731;1;  5.00;  19.29;   25.38;   13.82;    1.85;  34.9;-999;   8.5;-999;1;    69.6;   25.8;eor
880;19330801;19330831;1;  4.13;  17.31;   24.06;   11.69;    1.99;  31.5;-999;   4.9;-999;1;    55.2;   18.1;eor
880;19330901;19330930;1;  3.84;  13.07;   20.32;    7.30;    1.61;  26.0;-999;  -1.1;-999;1;    18.6;    8.2;eor
880;19331001;19331031;1;  5.33;   8.88;   13.61;    4.52;    1.86;  25.0;-999;  -2.3;-999;1;    50.8;   20.1;eor
880;19331101;19331130;1;  6.61;   2.58;    4.91;   -0.18;    1.82;   8.9;-999;  -4.7;-999;1;    26.4;    6.0;eor
880;19331201;19331231;1;  6.07;  -5.01;   -2.34;   -8.44;    1.33;   4.5;-999; -24.3;-999;1;    12.1;    2.7;eor
880;19340101;19340131;1;  5.43;   0.82;    3.31;   -2.12;    1.73;  11.0;-999; -10.3;-999;1;    22.4;    4.8;eor
880;19340201;19340228;1;  6.25;   1.82;    4.59;   -1.29;    2.27;  13.6;-999; -16.6;-999;1;    16.9;    4.9;eor
880;19340301;19340331;1;  5.76;   5.49;    9.82;    1.64;    1.77;  15.6;-999;  -2.6;-999;1;    34.5;   11.4;eor
880;19340401;19340430;1;  3.88;  11.44;   18.06;    4.78;    1.66;  30.1;-999;  -4.8;-999;1;    13.1;    7.1;eor
880;19340501;19340531;1;  4.61;  15.06;   21.49;    8.62;    2.04;  29.2;-999;   2.6;-999;1;    29.5;    6.9;eor
880;19340601;19340630;1;  4.43;  18.56;   25.43;   10.54;    2.00;  32.7;-999;   3.1;-999;1;    14.3;    5.7;eor
880;19340701;19340731;1;  4.94;  20.15;   26.47;   13.72;    2.53;  34.6;-999;  10.2;-999;1;    52.8;   15.7;eor
880;19340801;19340831;1;  5.58;  17.42;   23.72;   12.76;    1.85;  31.6;-999;   7.4;-999;1;   114.1;   35.9;eor
880;19340901;19340930;1;  3.60;  15.68;   22.56;   10.02;    1.63;  28.2;-999;   5.1;-999;1;    31.5;   22.5;eor
880;19341001;19341031;1;  5.08;  10.40;   14.69;    6.70;    2.36;  23.8;-999;   0.7;-999;1;    39.2;   14.6;eor
880;19341101;19341130;1;  6.38;   4.66;    7.50;    1.83;    1.82;  17.0;-999;  -4.5;-999;1;    74.0;   22.8;eor
880;19341201;19341231;1;  7.00;   4.56;    6.56;    1.89;    1.46;  11.7;-999;  -4.3;-999;1;    32.0;    7.7;eor
880;19350101;19350131;1;  7.50;  -0.77;    1.05;   -2.95;    1.74;   7.2;-999; -16.2;-999;1;    41.0;    5.9;eor
880;19350201;19350228;1;  6.59;   2.31;    5.33;   -0.90;    2.41;  13.2;-999; -11.2;-999;1;    62.9;   13.4;eor
880;19350301;19350331;1;  4.34;   1.85;    7.02;   -2.72;    1.76;  20.3;-999; -17.0;-999;1;    29.9;    8.7;eor
880;19350401;19350430;1;  5.96;   8.42;   12.51;    4.22;    2.02;  21.4;-999;  -1.3;-999;1;    67.5;    7.7;eor
880;19350501;19350531;1;  3.95;  11.35;   17.19;    4.32;    1.80;  26.3;-999;  -3.5;-999;1;    29.0;    9.1;eor
880;19350601;19350630;1;  4.63;  19.15;   26.01;   11.93;    1.94;  36.6;-999;   0.6;-999;1;    66.7;   22.4;eor
880;19350701;19350731;1;  5.26;  18.48;   24.13;   12.71;    2.41;  33.4;-999;   7.9;-999;1;    53.5;   21.0;eor
880;19350801;19350831;1;  4.48;  17.70;   24.98;   11.14;    1.41;  34.1;-999;   8.0;-999;1;    32.8;   12.5;eor
880;19350901;19350930;1;  4.84;  14.81;   20.89;    9.59;    2.11;  32.4;-999;   2.0;-999;1;    47.5;   14.3;eor
880;19351001;19351031;1;  5.74;   9.13;   13.34;    5.54;    1.90;  21.8;-999;  -2.7;-999;1;    95.3;   25.4;eor
880;19351101;19351130;1;  5.84;   5.30;    9.08;    2.08;    1.55;  17.0;-999;  -1.9;-999;1;    37.0;   16.7;eor
880;19351201;19351231;1;  6.07;   0.89;    3.06;   -1.83;    1.76;  10.7;-999; -14.0;-999;1;    25.0;   11.5;eor
880;19360101;19360131;1;  6.29;   3.59;    6.37;    0.42;    1.98;  11.4;-999;  -4.5;-999;1;    33.0;    8.9;eor
880;19360201;19360229;1;  6.72;  -0.46;    2.32;   -3.24;    1.83;   8.4;-999; -14.9;-999;1;    36.7;    7.9;eor
880;19360301;19360331;1;  5.99;   4.71;    9.62;    0.55;    1.39;  18.7;-999;  -3.4;-999;1;    21.7;   10.3;eor
880;19360401;19360430;1;  5.54;   7.25;   12.87;    2.06;    1.79;  21.5;-999;  -3.7;-999;1;    47.0;   10.7;eor
880;19360501;19360531;1;  6.26;  14.18;   19.42;    8.91;    1.57;  25.1;-999;   2.8;-999;1;    31.1;    9.3;eor
880;19360601;19360630;1;  5.00;  17.92;   23.91;   10.52;    1.74;  31.2;-999;   3.0;-999;1;    19.1;    8.9;eor
880;19360701;19360731;1;  6.06;  19.12;   24.96;   13.87;    2.01;  34.9;-999;   9.6;-999;1;    79.9;   18.4;eor
880;19360801;19360831;1;  5.13;  17.01;   22.88;   11.55;    2.00;  28.4;-999;   4.2;-999;1;    55.5;   23.8;eor
880;19360901;19360930;1;  4.60;  13.18;   19.74;    7.54;    1.94;  28.6;-999;   0.0;-999;1;    26.9;    8.5;eor
880;19361001;19361031;1;  6.52;   6.33;   10.01;    2.77;    2.24;  13.8;-999;  -3.0;-999;1;    57.6;    8.8;eor
880;19361101;19361130;1;  6.88;   4.06;    6.65;    1.28;    1.98;  12.2;-999;  -4.4;-999;1;    25.7;    6.6;eor
880;19361201;19361231;1;  5.52;   2.06;    4.76;   -0.90;    1.75;  11.8;-999;  -6.6;-999;1;    32.8;    8.8;eor
880;19370101;19370131;1;  5.79;  -3.35;   -0.55;   -6.59;    2.37;  10.4;-999; -15.8;-999;1;    35.8;    7.1;eor
880;19370201;19370228;1;  7.03;   2.19;    5.10;   -0.82;    2.24;  11.5;-999; -14.0;-999;1;    52.5;    9.2;eor
880;19370301;19370331;1;  7.00;   3.63;    7.00;    0.44;    1.87;  13.8;-999;  -3.1;-999;1;    64.8;    8.0;eor
880;19370401;19370430;1;  6.66;   8.70;   12.73;    5.08;    1.64;  18.0;-999;   1.4;-999;1;    59.1;   11.0;eor
880;19370501;19370531;1;  4.85;  16.90;   23.75;    9.29;    1.61;  31.6;-999;   2.2; 277.5;1;    17.6;   11.3;eor
880;19370601;19370630;1;  5.45;  18.63;   24.39;   12.04;    1.84;  35.1;-999;   4.7; 229.2;1;    43.6;   11.2;eor
880;19370701;19370731;1;  5.61;  18.46;   23.88;   13.09;    2.11;  31.0;-999;   9.6; 198.7;1;    73.2;   31.2;eor
880;19370801;19370831;1;  5.69;  18.08;   24.22;   12.87;    1.42;  30.4;-999;   8.9; 180.5;1;    74.6;   16.5;eor
880;19370901;19370930;1;  5.47;  14.63;   20.30;   10.00;    1.84;  28.2;-999;   4.7; 160.7;1;    41.5;   16.4;eor
880;19371001;19371031;1;  5.71;  10.02;   14.70;    6.13;    1.46;  19.2;-999;   1.6; 105.1;1;    51.1;   18.4;eor
880;19371101;19371130;1;  6.41;   3.24;    5.71;    0.27;    1.88;  13.0;-999;  -7.0;  54.1;1;    29.6;    5.2;eor
880;19371201;19371231;1;  6.79;  -0.75;    2.07;   -4.04;    1.31;   8.5;-999; -15.2;  30.8;1;    51.3;   11.7;eor
880;19380101;19380131;1;  7.13;   1.56;    3.75;   -1.79;    2.07;   9.1;-999; -18.6;  20.4;1;    92.1;   13.1;eor
880;19380201;19380228;1;  5.26;   1.23;    4.79;   -2.69;    2.03;  12.0;-999; -11.4;  95.5;1;    22.8;   10.9;eor
880;19380301;19380331;1;  5.34;   7.63;   12.63;    2.64;    2.51;  21.6;-999;  -4.7; 132.6;1;    29.4;    5.6;eor
880;19380401;19380430;1;  5.51;   5.72;   10.65;    0.65;    2.45;  15.9;-999;  -6.6; 129.7;1;    24.1;    3.3;eor
880;19380501;19380531;1;  4.44;  12.03;   18.00;    4.98;    2.13;  28.7;-999;  -2.9; 246.5;1;    64.9;   11.2;eor
